PERMNO,date,TICKER,PRC,RET
16517,20201030,OUSM,26.7083,0.017804
16517,20201130,OUSM,29.5839,0.110275
16517,20201231,OUSM,31.118,0.056701
16518,20200131,BLHY,24.06,0.005329
16518,20200228,BLHY,23.81,-0.006565
16518,20200331,BLHY,21.5526,-0.091612
16518,20200430,BLHY,22.16,0.030882
16518,20200529,BLHY,22.735,0.027051
16518,20200630,BLHY,22.7616,0.003734
16518,20200731,BLHY,23.4642,0.033829
16518,20200831,BLHY,23.505,0.004674
16518,20200930,BLHY,23.2,-0.008944
16518,20201030,BLHY,23.245,0.005443
16518,20201130,BLHY,23.97,0.034441
16518,20201231,BLHY,24.255,0.019123
16522,20200131,ORGO,4.47,-0.070686
16522,20200228,ORGO,3.92,-0.123042
16522,20200331,ORGO,3.23,-0.17602
16522,20200430,ORGO,3.71,0.148607
16522,20200529,ORGO,4.13,0.113208
16522,20200630,ORGO,3.84,-0.070218
16522,20200731,ORGO,3.68,-0.041667
16522,20200831,ORGO,4.305,0.169837
16522,20200930,ORGO,3.84,-0.108014
16522,20201030,ORGO,3.65,-0.049479
16522,20201130,ORGO,5.15,0.410959
16522,20201231,ORGO,7.53,0.462136
16523,20200131,ESGU,71.78,0.00645
16523,20200228,ESGU,66.05,-0.079827
16523,20200331,ESGU,57.49,-0.125655
16523,20200430,ESGU,65.13,0.132893
16523,20200529,ESGU,68.49,0.051589
16523,20200630,ESGU,69.99,0.025619
16523,20200731,ESGU,74.14,0.059294
16523,20200831,ESGU,79.68,0.074724
16523,20200930,ESGU,76.21,-0.040003
16523,20201030,ESGU,74.43,-0.023356
16523,20201130,ESGU,83.16,0.117291
16523,20201231,ESGU,86.03,0.038024
16524,20200131,HEBT,5.84,0.006897
16524,20200228,HEBT,7.3,0.25
16524,20200331,HEBT,7.6,0.041096
16524,20200430,HEBT,9.72,0.278947
16524,20200529,HEBT,19.95,1.052469
16524,20200630,HEBT,16.45,-0.175439
16524,20200731,HEBT,17.3,0.051672
16524,20200831,HEBT,11.33,-0.345087
16524,20200930,HEBT,15.415,0.360547
16524,20201030,HEBT,13.15,-0.146935
16524,20201130,NISN,14.7,0.117871
16524,20201231,NISN,18.21,0.238775
16525,20200131,ICHR,33.39,0.003607
16525,20200228,ICHR,28.92,-0.133872
16525,20200331,ICHR,19.16,-0.337483
16525,20200430,ICHR,24.9,0.299582
16525,20200529,ICHR,22.75,-0.086345
16525,20200630,ICHR,26.58,0.168352
16525,20200731,ICHR,32.82,0.234763
16525,20200831,ICHR,25.16,-0.233394
16525,20200930,ICHR,21.57,-0.142687
16525,20201030,ICHR,23.26,0.07835
16525,20201130,ICHR,31.9,0.371453
16525,20201231,ICHR,30.145,-0.055016
16526,20200131,INFR,32.705,0.038419
16526,20200228,INFR,30,-0.082709
16526,20200331,INFR,25.25,-0.158333
16526,20200430,INFR,26.16,0.044526
16526,20200529,INFR,27.3802,0.046644
16526,20200630,INFR,-27.33,-0.001833
16526,20200731,INFR,-27.25,0.010245
16526,20200831,INFR,-27.755,0.018532
16526,20200930,INFR,-27.515,-0.008647
16526,20201030,INFR,26.2299,-0.039376
16526,20201130,INFR,28.9813,0.104896
16526,20201231,INFR,-29.56,0.024569
16528,20200131,POLA,3.03,0.273109
16528,20200228,POLA,2.555,-0.156766
16528,20200331,POLA,1.2373,-0.515734
16528,20200430,POLA,1.54,0.244646
16528,20200529,POLA,1.315,-0.146104
16528,20200630,POLA,4.96,2.771863
16528,20200731,POLA,2.91,-0.413306
16528,20200831,POLA,1.66,-0.429553
16528,20200930,POLA,3.1601,0.903675
16528,20201030,POLA,2.94,-0.06965
16528,20201130,POLA,4.9,0.666667
16528,20201231,POLA,4.775,-0.02551
16529,20200131,PVAC,21.37,-0.295881
16529,20200228,PVAC,15.9,-0.255966
16529,20200331,PVAC,3.09,-0.80566
16529,20200430,PVAC,6.29,1.035599
16529,20200529,PVAC,8.78,0.395866
16529,20200630,PVAC,9.53,0.085421
16529,20200731,PVAC,9.91,0.039874
16529,20200831,PVAC,11.42,0.152371
16529,20200930,PVAC,9.85,-0.137478
16529,20201030,PVAC,7.68,-0.220305
16529,20201130,PVAC,9.02,0.174479
16529,20201231,PVAC,10.15,0.125277
16532,20200131,SNES,0.3514,-0.361091
16532,20200228,SNES,3.32,-0.527604
16532,20200331,SNES,2.07,-0.376506
16532,20200430,SNES,2.15,0.038647
16532,20200529,SNES,1.91,-0.111628
16532,20200630,SNES,2,0.04712
16532,20200731,SNES,1.8,-0.1
16532,20200831,SNES,1.43,-0.205556
16532,20200930,SNES,1.88,0.314685
16532,20201030,SNES,1.41,-0.25
16532,20201130,SNES,1.61,0.141844
16532,20201231,SNES,1.725,0.071429
16533,20200131,SNGX,2.73,0.882759
16533,20200228,SNGX,3.02,0.106227
16533,20200331,SNGX,1.68,-0.443709
16533,20200430,SNGX,1.55,-0.077381
16533,20200529,SNGX,1.91,0.232258
16533,20200630,SNGX,2.11,0.104712
16533,20200731,SNGX,2.22,0.052133
16533,20200831,SNGX,1.97,-0.112613
16533,20200930,SNGX,1.79,-0.091371
16533,20201030,SNGX,1.7,-0.050279
16533,20201130,SNGX,2.27,0.335294
16533,20201231,SNGX,1.28,-0.436123
16535,20200131,TRVG,2.63,0.003817
16535,20200228,TRVG,1.82,-0.307985
16535,20200331,TRVG,1.46,-0.197802
16535,20200430,TRVG,1.83,0.253425
16535,20200529,TRVG,2.1,0.147541
16535,20200630,TRVG,1.97,-0.061905
16535,20200731,TRVG,1.82,-0.076142
16535,20200831,TRVG,1.84,0.010989
16535,20200930,TRVG,1.55,-0.157609
16535,20201030,TRVG,1.35,-0.129032
16535,20201130,TRVG,2.19,0.622222
16535,20201231,TRVG,2.42,0.105023
16536,20200131,VVPR,1.0956,0.043429
16536,20200228,VVPR,1.1107,0.013782
16536,20200331,VVPR,0.74,-0.333753
16536,20200430,VVPR,0.75,0.013514
16536,20200529,VVPR,0.942,0.256
16536,20200630,VVPR,1.3199,0.401168
16536,20200731,VVPR,1.73,0.310705
16536,20200831,VVPR,9.12,4.271676
16536,20200930,VVPR,9.16,0.004386
16536,20201030,VVPR,5.88,-0.358079
16536,20201130,VVPR,9.09,0.545918
16536,20201231,VVPR,9.28,0.020902
16537,20200131,YTRA,3.59,0.139682
16537,20200228,YTRA,2.85,-0.206128
16537,20200331,YTRA,1.03,-0.638596
16537,20200430,YTRA,1.15,0.116505
16537,20200529,YTRA,1.15,0
16537,20200630,YTRA,0.6792,-0.409391
16537,20200731,YTRA,0.7241,0.066107
16537,20200831,YTRA,0.6938,-0.041845
16537,20200930,YTRA,0.75,0.081003
16537,20201030,YTRA,1,0.333333
16537,20201130,YTRA,1.69,0.69
16537,20201231,YTRA,1.93,0.142012
16538,20200131,FTI,16.51,-0.229944
16538,20200228,FTI,14.84,-0.101151
16538,20200331,FTI,6.74,-0.537062
16538,20200430,FTI,8.91,0.321958
16538,20200529,FTI,7.4,-0.169472
16538,20200630,FTI,6.84,-0.075676
16538,20200731,FTI,8.03,0.173977
16538,20200831,FTI,7.7,-0.041096
16538,20200930,FTI,6.31,-0.180519
16538,20201030,FTI,5.53,-0.123613
16538,20201130,FTI,8.31,0.502712
16538,20201231,FTI,9.4,0.131167
16541,20200131,AQB,2.04,-0.059908
16541,20200228,AQB,1.76,-0.137255
16541,20200331,AQB,1.63,-0.073864
16541,20200430,AQB,1.77,0.08589
16541,20200529,AQB,2.71,0.531074
16541,20200630,AQB,3.22,0.188192
16541,20200731,AQB,3.05,-0.052795
16541,20200831,AQB,2.85,-0.065574
16541,20200930,AQB,4.48,0.57193
16541,20201030,AQB,3.8,-0.151786
16541,20201130,AQB,5.8,0.526316
16541,20201231,AQB,8.76,0.510345
16542,20200131,LPTX,1.91,0.705357
16542,20200228,LPTX,2.41,0.26178
16542,20200331,LPTX,1.58,-0.344398
16542,20200430,LPTX,2.19,0.386076
16542,20200529,LPTX,2.37,0.082192
16542,20200630,LPTX,2.09,-0.118143
16542,20200731,LPTX,2.05,-0.019139
16542,20200831,LPTX,1.74,-0.151219
16542,20200930,LPTX,1.98,0.137931
16542,20201030,LPTX,1.95,-0.015152
16542,20201130,LPTX,1.6,-0.179487
16542,20201231,LPTX,2.25,0.40625
16543,20200131,VREX,27.65,-0.072459
16543,20200228,VREX,23.22,-0.160217
16543,20200331,VREX,22.71,-0.021964
16543,20200430,VREX,26.13,0.150594
16543,20200529,VREX,18.76,-0.282051
16543,20200630,VREX,15.15,-0.192431
16543,20200731,VREX,15.68,0.034984
16543,20200831,VREX,11.09,-0.29273
16543,20200930,VREX,12.72,0.146979
16543,20201030,VREX,13.4,0.053459
16543,20201130,VREX,16.68,0.244776
16543,20201231,VREX,16.68,0
16545,20200131,USAS,2.95,-0.069401
16545,20200228,USAS,2.21,-0.250847
16545,20200331,USAS,1.54,-0.303167
16545,20200430,USAS,2.14,0.38961
16545,20200529,USAS,2.48,0.158878
16545,20200630,USAS,2.64,0.064516
16545,20200731,USAS,3.36,0.272727
16545,20200831,USAS,2.96,-0.119048
16545,20200930,USAS,2.64,-0.108108
16545,20201030,USAS,2.54,-0.037879
16545,20201130,USAS,2.69,0.059055
16545,20201231,USAS,3.23,0.200743
16548,20200131,BOH,89.6,-0.058428
16548,20200228,BOH,74.42,-0.161942
16548,20200331,BOH,55.24,-0.257726
16548,20200430,BOH,68.18,0.234251
16548,20200529,BOH,64.33,-0.046641
16548,20200630,BOH,61.41,-0.045391
16548,20200731,BOH,56.63,-0.077837
16548,20200831,BOH,55.04,-0.016246
16548,20200930,BOH,50.52,-0.082122
16548,20201030,BOH,60.64,0.200317
16548,20201130,BOH,74.88,0.245877
16548,20201231,BOH,76.62,0.023237
16552,20200131,FLIO,28.2455,-0.036683
16552,20200228,FLIO,25.9738,-0.080427
16552,20200331,FLIO,,
16553,20200131,JAG,,
16554,20200131,JELD,23.88,0.020077
16554,20200228,JELD,18.8,-0.21273
16554,20200331,JELD,9.73,-0.482447
16554,20200430,JELD,12.7,0.305242
16554,20200529,JELD,13.63,0.073228
16554,20200630,JELD,16.11,0.181952
16554,20200731,JELD,19.6,0.216636
16554,20200831,JELD,21.05,0.07398
16554,20200930,JELD,22.6,0.073634
16554,20201030,JELD,21.03,-0.069469
16554,20201130,JELD,24.19,0.150262
16554,20201231,JELD,25.36,0.048367
16555,20200131,UVV,53.15,-0.055205
16555,20200228,UVV,49.35,-0.071496
16555,20200331,UVV,44.21,-0.104154
16555,20200430,UVV,48.37,0.111287
16555,20200529,UVV,44.06,-0.089105
16555,20200630,UVV,42.51,-0.035179
16555,20200731,UVV,42.16,0.00988
16555,20200831,UVV,43.41,0.029649
16555,20200930,UVV,41.88,-0.035245
16555,20201030,UVV,39.85,-0.030086
16555,20201130,UVV,45.51,0.142033
16555,20201231,UVV,48.61,0.068117
16557,20200131,NEX,5.15,-0.231343
16557,20200228,NEX,4.66,-0.095146
16557,20200331,NEX,1.17,-0.748927
16557,20200430,NEX,2.32,0.982906
16557,20200529,NEX,2.9,0.25
16557,20200630,NEX,2.45,-0.155172
16557,20200731,NEX,2.52,0.028571
16557,20200831,NEX,2.52,0
16557,20200930,NEX,1.85,-0.265873
16557,20201030,NEX,1.89,0.021622
16557,20201130,NEX,2.8,0.481481
16557,20201231,NEX,3.44,0.228571
16558,20200131,JPT,25.01,-0.002243
16558,20200228,JPT,24.72,-0.006857
16558,20200331,JPT,19.11,-0.222148
16558,20200430,JPT,21.33,0.12237
16558,20200529,JPT,22.17,0.044937
16558,20200630,JPT,22.49,0.019779
16558,20200731,JPT,23.2,0.036839
16558,20200831,JPT,22.9,-0.007823
16558,20200930,JPT,22.93,0.006485
16558,20201030,JPT,22.98,0.007348
16558,20201130,JPT,23.75,0.038664
16558,20201231,JPT,24.345,0.030042
16559,20200131,CLTL,105.58,0.001892
16559,20200228,CLTL,105.67,0.002212
16559,20200331,CLTL,106.19,0.006214
16559,20200430,CLTL,105.98,-0.00092
16559,20200529,CLTL,105.93,0.000274
16559,20200630,CLTL,105.8,-0.000752
16559,20200731,CLTL,105.78,0.00018
16559,20200831,CLTL,105.79,0.000204
16559,20200930,CLTL,105.73,-0.000322
16559,20201030,CLTL,105.72,0.000146
16559,20201130,CLTL,105.72,0.000115
16559,20201231,CLTL,105.67,-0.000004
16560,20200131,REVG,10,-0.17825
16560,20200228,REVG,7.83,-0.217
16560,20200331,REVG,4.17,-0.467433
16560,20200430,REVG,5.32,0.28777
16560,20200529,REVG,6.1,0.146616
16560,20200630,REVG,6.1,0
16560,20200731,REVG,6.5,0.065574
16560,20200831,REVG,7.75,0.192308
16560,20200930,REVG,7.89,0.018064
16560,20201030,REVG,7.85,-0.00507
16560,20201130,REVG,9.24,0.17707
16560,20201231,REVG,8.81,-0.046537
16562,20200131,ANAB,14.52,-0.106462
16562,20200228,ANAB,14.95,0.029614
16562,20200331,ANAB,14.13,-0.054849
16562,20200430,ANAB,15.62,0.105449
16562,20200529,ANAB,19.08,0.221511
16562,20200630,ANAB,22.34,0.17086
16562,20200731,ANAB,17.96,-0.196061
16562,20200831,ANAB,17.33,-0.035078
16562,20200930,ANAB,14.75,-0.148875
16562,20201030,ANAB,29.46,0.997288
16562,20201130,ANAB,25.79,-0.124576
16562,20201231,ANAB,21.5,-0.166344
16565,20200131,DFNL,24.68,-0.031101
16565,20200228,DFNL,22.12,-0.103728
16565,20200331,DFNL,16.705,-0.244801
16565,20200430,DFNL,18.25,0.092487
16565,20200529,DFNL,18.6668,0.022838
16565,20200630,DFNL,18.52,-0.007864
16565,20200731,DFNL,19.075,0.029968
16565,20200831,DFNL,20.11,0.054259
16565,20200930,DFNL,19.0498,-0.05272
16565,20201030,DFNL,19.29,0.012609
16565,20201130,DFNL,22.7856,0.181213
16565,20201231,DFNL,23.855,0.062162
16566,20200131,DUSA,25.77,-0.002933
16566,20200228,DUSA,23.8194,-0.075693
16566,20200331,DUSA,19.4489,-0.183485
16566,20200430,DUSA,22.3406,0.148682
16566,20200529,DUSA,22.797,0.020429
16566,20200630,DUSA,23.2732,0.020889
16566,20200731,DUSA,24.3592,0.046663
16566,20200831,DUSA,26.11,0.071874
16566,20200930,DUSA,25.2141,-0.034313
16566,20201030,DUSA,25.26,0.00182
16566,20201130,DUSA,28.3468,0.122201
16566,20201231,DUSA,29.371,0.041387
16567,20200131,DWLD,24.7399,-0.014347
16567,20200228,DWLD,23.57,-0.047288
16567,20200331,DWLD,19.25,-0.183284
16567,20200430,DWLD,21.8146,0.133226
16567,20200529,DWLD,22.5941,0.035733
16567,20200630,DWLD,23.59,0.044078
16567,20200731,DWLD,24.74,0.048749
16567,20200831,DWLD,26.8,0.083266
16567,20200930,DWLD,25.78,-0.03806
16567,20201030,DWLD,26.31,0.020559
16567,20201130,DWLD,29.45,0.119346
16567,20201231,DWLD,30.73,0.04601
16569,20200131,HVBC,-17.175,0.00292
16569,20200228,HVBC,15.0027,-0.12648
16569,20200331,HVBC,-11.775,-0.215141
16569,20200430,HVBC,12.5,0.061571
16569,20200529,HVBC,12.4,-0.008
16569,20200630,HVBC,13.0597,0.053202
16569,20200731,HVBC,12.15,-0.069657
16569,20200831,HVBC,12.3738,0.01842
16569,20200930,HVBC,13.4,0.082933
16569,20201030,HVBC,-13.23,-0.012687
16569,20201130,HVBC,-14.835,0.121315
16569,20201231,HVBC,17.17,0.157398
16570,20200131,JNCE,6.29,-0.279496
16570,20200228,JNCE,4.52,-0.281399
16570,20200331,JNCE,4.75,0.050885
16570,20200430,JNCE,4.9,0.031579
16570,20200529,JNCE,5.39,0.1
16570,20200630,JNCE,6.9,0.280148
16570,20200731,JNCE,4.58,-0.336232
16570,20200831,JNCE,4.84,0.056769
16570,20200930,JNCE,8.16,0.68595
16570,20201030,JNCE,8.32,0.019608
16570,20201130,JNCE,7.15,-0.140625
16570,20201231,JNCE,7,-0.020979
16573,20200131,OBSV,3.55,-0.070681
16573,20200228,OBSV,3.03,-0.146479
16573,20200331,OBSV,2.41,-0.20462
16573,20200430,OBSV,2.62,0.087137
16573,20200529,OBSV,3.74,0.427481
16573,20200630,OBSV,5.89,0.574866
16573,20200731,OBSV,2.54,-0.568761
16573,20200831,OBSV,2.84,0.11811
16573,20200930,OBSV,2.48,-0.126761
16573,20201030,OBSV,1.89,-0.237903
16573,20201130,OBSV,2.13,0.126984
16573,20201231,OBSV,2.08,-0.023474
16576,20200131,BGIO,9.75,-0.011156
16576,20200228,BGIO,9.44,-0.026667
16576,20200331,BGIO,7.58,-0.191737
16576,20200430,BGIO,7.83,0.039578
16576,20200529,BGIO,8.33,0.070243
16576,20200630,BGIO,8.35,0.008403
16576,20200731,BGIO,8.4985,0.023772
16576,20200831,BGIO,8.74,0.0343
16576,20200930,BGIO,8.65,-0.004577
16576,20201030,BGIO,8.61,0.001156
16576,20201130,BGIO,8.82,0.030197
16576,20201231,BGIO,9.04,0.036281
16577,20200131,CLPR,10.66,0.00566
16577,20200228,CLPR,11.27,0.057223
16577,20200331,CLPR,5.18,-0.531943
16577,20200430,CLPR,5.3,0.023166
16577,20200529,CLPR,7.38,0.410377
16577,20200630,CLPR,8.1,0.097561
16577,20200731,CLPR,6.68,-0.175309
16577,20200831,CLPR,6.67,0.012725
16577,20200930,CLPR,6.05,-0.092954
16577,20201030,CLPR,5.62,-0.071074
16577,20201130,CLPR,6.35,0.146797
16577,20201231,CLPR,7.05,0.110236
16578,20200131,PFFR,25.6502,0.02466
16578,20200228,PFFR,24.21,-0.051469
16578,20200331,PFFR,17.76,-0.261462
16578,20200430,PFFR,20.36,0.153153
16578,20200529,PFFR,20.7269,0.023915
16578,20200630,PFFR,20.62,0.000632
16578,20200731,PFFR,21.38,0.042677
16578,20200831,PFFR,22.19,0.043499
16578,20200930,PFFR,22.0169,-0.002393
16578,20201030,PFFR,21.5721,-0.014752
16578,20201130,PFFR,23.0269,0.073002
16578,20201231,PFFR,23.56,0.028362
16579,20200131,FBM,17.83,-0.078553
16579,20200228,FBM,15.6,-0.12507
16579,20200331,FBM,10.29,-0.340385
16579,20200430,FBM,11.7,0.137026
16579,20200529,FBM,13.32,0.138462
16579,20200630,FBM,15.61,0.171922
16579,20200731,FBM,13.73,-0.120436
16579,20200831,FBM,16.23,0.182083
16579,20200930,FBM,15.72,-0.031423
16579,20201030,FBM,14.56,-0.073791
16579,20201130,FBM,19.24,0.321429
16579,20201231,FBM,19.21,-0.001559
16580,20200131,HYLV,25.4428,0.000507
16580,20200228,HYLV,25.1591,-0.007546
16580,20200331,HYLV,23.1473,-0.076636
16580,20200430,HYLV,24.0446,0.043462
16580,20200529,HYLV,24.565,0.025163
16580,20200630,HYLV,24.24,-0.009541
16580,20200731,HYLV,25.4977,0.054575
16580,20200831,HYLV,25.245,-0.006546
16580,20200930,HYLV,24.775,-0.015251
16580,20201030,HYLV,24.82,0.005042
16580,20201130,HYLV,25.305,0.022855
16580,20201231,HYLV,25.4351,0.01159
16581,20200131,INVH,31.47,0.05005
16581,20200228,INVH,28.69,-0.083572
16581,20200331,INVH,21.37,-0.255141
16581,20200430,INVH,23.65,0.106692
16581,20200529,INVH,26.3,0.118393
16581,20200630,INVH,27.53,0.046768
16581,20200731,INVH,29.82,0.083182
16581,20200831,INVH,28.63,-0.034876
16581,20200930,INVH,27.99,-0.022354
16581,20201030,INVH,27.26,-0.026081
16581,20201130,INVH,28.58,0.053925
16581,20201231,INVH,29.7,0.039188
16582,20200131,KRP,14.22,-0.141176
16582,20200228,KRP,11.54,-0.188467
16582,20200331,KRP,5.83,-0.494801
16582,20200430,KRP,7.92,0.358491
16582,20200529,KRP,6.86,-0.112374
16582,20200630,KRP,8.6,0.253644
16582,20200731,KRP,8.73,0.030232
16582,20200831,KRP,8.14,-0.067583
16582,20200930,KRP,6.11,-0.249386
16582,20201030,KRP,5.95,0.00491
16582,20201130,KRP,7.22,0.213445
16582,20201231,KRP,7.91,0.095568
16583,20200131,ISMD,26.94,-0.044681
16583,20200228,ISMD,23.9926,-0.109406
16583,20200331,ISMD,19.26,-0.192601
16583,20200430,ISMD,21.44,0.113188
16583,20200529,ISMD,22.56,0.052239
16583,20200630,ISMD,22.5963,0.005284
16583,20200731,ISMD,23.3374,0.032797
16583,20200831,ISMD,24.1282,0.033886
16583,20200930,ISMD,22.7184,-0.055446
16583,20201030,ISMD,23.1713,0.019935
16583,20201130,ISMD,27.7478,0.197507
16583,20201231,ISMD,29.89,0.078237
16584,20200131,BLES,29.4266,-0.032389
16584,20200228,BLES,26.77,-0.090279
16584,20200331,BLES,21.2,-0.203074
16584,20200430,BLES,24.341,0.14816
16584,20200529,BLES,25.56,0.05008
16584,20200630,BLES,26.2,0.031362
16584,20200731,BLES,27.59,0.053053
16584,20200831,BLES,28.85,0.045669
16584,20200930,BLES,27.77,-0.033147
16584,20201030,BLES,27.1709,-0.021574
16584,20201130,BLES,31.9945,0.177528
16584,20201231,BLES,33.435,0.048774
16585,20200131,SACH,4.23,0.002304
16585,20200228,SACH,3.82,-0.096927
16585,20200331,SACH,1.74,-0.544503
16585,20200430,SACH,2.25,0.293103
16585,20200529,SACH,2.89,0.284444
16585,20200630,SACH,2.96,0.024221
16585,20200731,SACH,3.32,0.162162
16585,20200831,SACH,3.55,0.069277
16585,20200930,SACH,3.97,0.11831
16585,20201030,SACH,3.95,0.025189
16585,20201130,SACH,4.21,0.065823
16585,20201231,SACH,4.16,0.016627
16588,20200131,FIXD,52.75,0.019877
16588,20200228,FIXD,53.49,0.015735
16588,20200331,FIXD,52.71,-0.013274
16588,20200430,FIXD,53.9,0.023732
16588,20200529,FIXD,54.37,0.009833
16588,20200630,FIXD,54.79,0.009196
16588,20200731,FIXD,55.65,0.017339
16588,20200831,FIXD,55.19,-0.006649
16588,20200930,FIXD,55.03,-0.001268
16588,20201030,FIXD,54.77,-0.002544
16588,20201130,FIXD,55.32,0.012233
16588,20201231,FIXD,54.73,0.001806
16590,20200131,IFMK,0.4712,0.161449
16590,20200228,IFMK,0.389,-0.174448
16590,20200331,IFMK,1.49,2.830334
16590,20200430,IFMK,1.29,-0.134228
16590,20200529,IFMK,1.06,-0.178295
16590,20200630,IFMK,1.07,0.009434
16590,20200731,IFMK,0.9274,-0.133271
16590,20200831,IFMK,0.9384,0.011861
16590,20200930,IFMK,0.6879,-0.266944
16590,20201030,IFMK,0.9106,0.323739
16590,20201130,IFMK,0.82,-0.099495
16590,20201231,IFMK,0.783,-0.045122
16591,20200131,LAUR,20.84,0.183418
16591,20200228,LAUR,18.7,-0.102687
16591,20200331,LAUR,10.51,-0.437968
16591,20200430,LAUR,9.47,-0.098953
16591,20200529,LAUR,9.73,0.027455
16591,20200630,LAUR,9.965,0.024152
16591,20200731,LAUR,12.68,0.272454
16591,20200831,LAUR,12.52,-0.012618
16591,20200930,LAUR,13.28,0.060703
16591,20201030,LAUR,13,-0.021084
16591,20201130,LAUR,14.2,0.092308
16591,20201231,LAUR,14.56,0.025352
16592,20200131,METC,3.07,-0.142458
16592,20200228,METC,2.88,-0.061889
16592,20200331,METC,2.39,-0.170139
16592,20200430,METC,2.36,-0.012552
16592,20200529,METC,2.71,0.148305
16592,20200630,METC,2.14,-0.210332
16592,20200731,METC,2.22,0.037383
16592,20200831,METC,3.02,0.36036
16592,20200930,METC,3.5,0.15894
16592,20201030,METC,2.8,-0.2
16592,20201130,METC,3.06,0.092857
16592,20201231,METC,2.88,-0.058823
16593,20200131,NBEV,1.74,-0.043956
16593,20200228,NBEV,2.02,0.16092
16593,20200331,NBEV,1.39,-0.311881
16593,20200430,NBEV,1.41,0.014388
16593,20200529,NBEV,1.51,0.070922
16593,20200630,NBEV,1.53,0.013245
16593,20200731,NBEV,2.27,0.48366
16593,20200831,NBEV,2.17,-0.044053
16593,20200930,NBEV,1.73,-0.202765
16593,20201030,NBEV,2.34,0.352601
16593,20201130,NBEV,3.43,0.465812
16593,20201231,NBEV,2.63,-0.233236
16594,20200131,SGLB,1.0022,0.02057
16594,20200228,SGLB,6.5,-0.351427
16594,20200331,SGLB,2.76,-0.575385
16594,20200430,SGLB,2.41,-0.126812
16594,20200529,SGLB,2.59,0.074689
16594,20200630,SGLB,2.67,0.030888
16594,20200731,SGLB,2.69,0.007491
16594,20200831,SGLB,2.44,-0.092937
16594,20200930,SGLB,2.24,-0.081967
16594,20201030,SGLB,2.1,-0.0625
16594,20201130,SGLB,3,0.428571
16594,20201231,SGLB,3.38,0.126667
16595,20200131,SNAP,18.38,0.125536
16595,20200228,SNAP,14.17,-0.229053
16595,20200331,SNAP,11.89,-0.160903
16595,20200430,SNAP,17.61,0.481077
16595,20200529,SNAP,18.94,0.075525
16595,20200630,SNAP,23.49,0.240232
16595,20200731,SNAP,22.42,-0.045551
16595,20200831,SNAP,22.59,0.007583
16595,20200930,SNAP,26.11,0.155821
16595,20201030,SNAP,39.39,0.508617
16595,20201130,SNAP,44.42,0.127697
16595,20201231,SNAP,50.07,0.127195
16597,20200131,AYX,139.47,0.393724
16597,20200228,AYX,139.62,0.001075
16597,20200331,AYX,95.17,-0.318364
16597,20200430,AYX,113.18,0.18924
16597,20200529,AYX,143.94,0.271779
16597,20200630,AYX,164.28,0.141309
16597,20200731,AYX,175.49001,0.068237
16597,20200831,AYX,120.83,-0.311471
16597,20200930,AYX,113.55,-0.06025
16597,20201030,AYX,125.35,0.103919
16597,20201130,AYX,119.84,-0.043957
16597,20201231,AYX,121.79,0.016272
16600,20200131,HSY,155.17,0.055722
16600,20200228,HSY,143.99001,-0.067068
16600,20200331,HSY,132.5,-0.079797
16600,20200430,HSY,132.42999,-0.000528
16600,20200529,HSY,135.67999,0.030378
16600,20200630,HSY,129.62,-0.044664
16600,20200731,HSY,145.41,0.121818
16600,20200831,HSY,148.64,0.027742
16600,20200930,HSY,143.34,-0.035657
16600,20201030,HSY,137.46001,-0.041021
16600,20201130,HSY,147.89,0.081726
16600,20201231,HSY,152.33,0.030022
16603,20200131,GOOS,30,-0.172185
16603,20200228,GOOS,27.57,-0.081
16603,20200331,GOOS,19.89,-0.278564
16603,20200430,GOOS,23.85,0.199095
16603,20200529,GOOS,19.52,-0.181551
16603,20200630,GOOS,23.17,0.186988
16603,20200731,GOOS,22.28,-0.038412
16603,20200831,GOOS,24.49,0.099192
16603,20200930,GOOS,32.17,0.313597
16603,20201030,GOOS,31.18,-0.030774
16603,20201130,GOOS,33.24,0.066068
16603,20201231,GOOS,29.77,-0.104392
16604,20200131,COM,22.6751,-0.042348
16604,20200228,COM,22.0808,-0.026209
16604,20200331,COM,21.335,-0.032311
16604,20200430,COM,21.3498,0.000694
16604,20200529,COM,21.4236,0.003457
16604,20200630,COM,21.435,0.000532
16604,20200731,COM,22.2922,0.039991
16604,20200831,COM,23.035,0.033321
16604,20200930,COM,23.034,-0.000043
16604,20201030,COM,23.11,0.003299
16604,20201130,COM,23.727,0.026698
16604,20201231,COM,25.21,0.062503
16605,20200131,BCI,20.9757,-0.075145
16605,20200228,BCI,20.01,-0.046039
16605,20200331,BCI,17.45,-0.127936
16605,20200430,BCI,17.16,-0.016619
16605,20200529,BCI,17.8968,0.042937
16605,20200630,BCI,18.27,0.020853
16605,20200731,BCI,19.32,0.057471
16605,20200831,BCI,20.6,0.066253
16605,20200930,BCI,19.91,-0.033495
16605,20201030,BCI,20.23,0.016072
16605,20201130,BCI,21.02,0.039051
16605,20201231,BCI,21.9,0.048983
16606,20200131,BCD,22.8808,-0.065136
16606,20200228,BCD,21.76,-0.048984
16606,20200331,BCD,19.4901,-0.104315
16606,20200430,BCD,19.5451,0.002822
16606,20200529,BCD,20.38,0.042717
16606,20200630,BCD,20.9753,0.02921
16606,20200731,BCD,22.3718,0.066578
16606,20200831,BCD,23.68,0.058475
16606,20200930,BCD,23.18,-0.021115
16606,20201030,BCD,23.1971,0.000738
