fyear,tic,gsector,ggroup,gind,gsubind,naics,sic,spcsrc,at,act,invt,lt,lct,ap,teq,re,sale,cogs,xopr,ni,oancf,ivncf,fincf
2019,PLXS,45,4520,452030,45203020,334412,3672,B,2000.883,1538.291,700.938,1135.307,865.503,444.944,865.576,1160.893,3164.434,2820.39,2968.495,108.616,115.3,-89.359,-97.219
2018,IOR,40,4010,401020,40102010,522292,6162,B,96.123,,0,0.026,,0.026,96.097,34.139,4.88,0.685,1.81,8.21,1.628,-1.626,0
2019,IOR,40,4010,401020,40102010,522292,6162,B,100.256,,0,0.014,,0.014,100.242,38.284,6.574,0.737,1.588,4.145,4.133,-4.132,0
2018,CDZI,55,5510,551040,55104010,221310,4941,C,69.309,13.004,0,155.549,4.142,0.225,-86.24,-470.008,0.44,0,11.402,-26.273,-12.193,-3.726,15.447
2019,CDZI,55,5510,551040,55104010,221310,4941,C,76.724,16.117,0,158.842,4.805,0.194,-82.118,-501.597,0.441,0,12.165,-29.528,-13.708,-2.503,19.336
2018,IMKTA,30,3010,301010,30101030,445110,5411,B+,1824.911,496.743,372.196,1229.497,260.138,165.165,595.414,582.09,4092.805,3098.235,3855.626,97.365,161.24,-148.147,-26.468
2019,IMKTA,30,3010,301010,30101030,445110,5411,B+,1867.328,497.103,374.129,1204.605,247.579,151.33,662.723,649.398,4202.034,3165.534,3941.373,81.58,211.504,-152.793,-27.123
2018,SHOS,25,2550,255040,25504030,443141,5700,,343.771,313.763,277.285,223.815,221.976,19.83,119.956,-435.649,1449.948,1126.752,1452,-53.464,15.077,-3.601,-6.768
2018,KTGDF,15,1510,151040,15104030,212221,1040,,3.15,0.445,0,0.053,0.053,0.053,3.097,-14.494,0,0.396,1.024,-1.006,-0.585,-0.514,1.012
2019,KTGDF,15,1510,151040,15104030,212221,1040,,7.106,2.981,0,0.271,0.271,0.271,6.835,-15.518,0,0,1.059,-1.032,-0.553,-0.788,3.88
2018,XSPA,25,2530,253020,25302020,713940,7990,,30.584,5.759,0.782,17.449,16.658,3.825,13.135,-287.164,50.094,39.451,53.673,-37.205,-6.566,-1.866,5.644
2019,XSPA,25,2530,253020,25302020,713940,7990,,28.724,3.933,0.647,31.26,16.22,7.069,-2.536,-308.419,47.331,37.854,52.173,-21.223,-0.113,-2.275,1.165
2018,SEMUF,40,4020,402010,40201030,483111,4412,C,4086.787,627.776,19.385,2035.835,404.223,68.144,2050.952,1811.776,565.656,375.545,416.754,-29.231,255.708,-60.86,-238.224
2019,SEMUF,40,4020,402010,40201030,483111,4412,C,3870.881,423.752,19.261,2126.405,445.079,64.492,1744.476,1547.702,647.16,426.475,467.11,-265.788,-1.837,-36.384,-2.391
2018,SNV,40,4010,401010,40101015,522110,6020,B+,32669.192,,6.22,29535.59,,26720.322,3133.602,749.347,1624.398,247.589,831.491,428.476,538.052,-1338.049,1010.628
2019,SNV,40,4010,401010,40101015,522110,6020,B+,48203.282,,14.373,43261.592,,38405.504,4941.69,1133.968,2406.538,542.555,1274.497,563.78,621.05,-2153.862,1576.166
2018,RDNT,35,3510,351020,35102015,621512,8071,C,1109.33,208.69,,909.077,239.517,68.04,200.253,-115.656,975.146,681.754,867.547,32.243,116.754,-146.749,-10.869
2019,RDNT,35,3510,351020,35102015,621512,8071,C,1646.986,243.215,,1413.847,327.428,64.3,233.139,-111.185,1154.179,795.39,999.692,14.756,104.322,-99.465,24.951
2018,UPIPF,20,2020,202010,20201070,5617,7340,,6.012,5.154,0.297,3.788,3.748,1.823,2.224,-21.016,13.687,10.519,13.655,-0.124,-0.634,-0.043,0.298
2019,UPIPF,20,2020,202010,20201070,5617,7340,,5.785,4.961,0.245,3.556,3.52,2.112,2.229,-21.011,15.931,12.567,15.811,0.005,0.662,0.006,-0.485
2018,JACK,25,2530,253010,25301040,722513,5812,B+,823.397,94.973,1.858,1415.096,183.72,44.97,-591.699,1467.093,869.69,499.751,614.171,121.371,108.878,331.786,-445.607
2019,JACK,25,2530,253010,25301040,722513,5812,B+,958.483,227.128,1.776,1696.067,157.923,37.066,-737.584,1437.028,950.107,605.257,675.014,94.437,168.405,-13.819,-5.73
2018,PEAK,60,6010,601010,60101050,531120,6798,B,12718.553,,0,6205.962,,391.583,6512.591,-2931.904,1844.095,1309.797,1403.365,1061.093,848.709,1829.279,-2620.536
2019,PEAK,60,6010,601010,60101050,531120,6798,B,14032.891,,0,7365.417,,456.153,6667.474,-3604.056,1988.758,1765.296,1867.005,45.53,846.073,-1448.778,647.271
2018,EEI,20,2020,202010,20201050,541620,8711,B-,52.829,43.59,0,16.382,16.328,5.635,36.447,19.088,90.684,51.046,90.303,-0.308,4.228,-0.787,-2.906
2019,EEI,20,2020,202010,20201050,541620,8711,B-,51.81,42.998,0,18.035,18.022,6.099,33.775,16.589,88.51,50.087,86.607,-0.554,2.018,-0.446,-1.801
2018,GPKUF,40,4020,402030,40203010,523999,6799,C,12.659,1.989,0,4.55,4.259,0.061,8.109,-1.502,0.541,0.222,0.222,-0.783,0.55,-4.087,3.875
2019,GPKUF,40,4020,402030,40203010,523999,6799,C,6.012,1.608,0,3.153,0.682,0.093,2.859,-7.591,0.309,0.256,0.256,-6.694,0.087,-0.459,-0.321
2018,CMO,40,4020,402040,40204010,525990,6798,B-,12186.525,,0,11127.462,,24.842,1059.063,-367.616,276.945,12.286,12.286,50.072,164.76,1301.193,-1509.571
2019,CMO,40,4020,402040,40204010,525990,6798,B-,11520.001,,0,10446.268,,28.702,1073.733,-430.64,323.119,12.691,12.691,-35.338,154.267,738.86,-848.019
2018,ICAGY,20,2030,203020,20302010,481111,4512,,32096.059,11555.451,582.753,24402.347,12651.118,2380.242,7693.712,-270.196,27942.371,22865.209,22865.209,3303.03,3704.889,-1423.108,-1614.306
2019,ICAGY,20,2030,203020,20302010,481111,4512,,40018.157,12710.963,634.033,32354.771,14305.585,2593.364,7663.386,628.421,28622.391,22574.949,22574.949,1924.543,4490.975,-2982.762,-1412.828
2018,SOTK,45,4520,452030,45203010,333318,3690,B-,12.2,8.961,1.658,3.615,2.536,0.586,8.585,-0.497,11.61,6.03,11.197,0.162,-0.109,1.393,-0.156
2019,SOTK,45,4520,452030,45203010,333318,3690,B-,14.743,11.344,2.382,4.961,4.171,0.669,9.782,0.611,15.355,7.635,13.833,1.107,3.254,-2.576,-0.163
2018,CYTR,35,3520,352010,35201010,325414,2836,C,22.926,22.516,0,2.564,2.564,1.235,20.362,-456.864,0.25,8.47,8.47,-12.714,-10.867,-0.011,-5.246
2019,CYTR,35,3520,352010,35201010,325414,2836,C,17.255,17.205,0,2.05,2.05,0.888,15.205,-464.027,0,0,7.84,-7.163,-5.718,0.475,0
2018,CDR,60,6010,601010,60101070,531120,6798,B-,1222.901,,0,664.185,,26.142,558.716,-468.535,152.02,108.636,125.551,3.889,57.9,-14.938,-48.204
2019,CDR,60,6010,601010,60101070,531120,6798,B-,1205.625,,0,691.55,,29.544,514.075,-510.734,144.083,103.146,123.45,1.076,53.675,-22.342,-30.563
2018,PLAB,45,4530,453010,45301010,334413,3674,B,1110.009,502.731,29.18,205.44,191.076,89.149,904.569,226.479,535.276,319.44,385.316,42.055,130.567,-90.729,-13.805
2019,PLAB,45,4530,453010,45301010,334413,3674,B,1118.665,427.527,48.155,207.573,151.954,91.379,911.092,244.917,550.66,345.94,414.66,29.793,68.386,-151.406,-42.059
2018,ICCC,35,3520,352010,35201010,325413,2835,C,32.731,6.421,2.332,10.987,2.565,0.531,21.744,-1.313,10.986,4.27,11.611,-2.322,-0.373,-1.794,0.89
2019,ICCC,35,3520,352010,35201010,325413,2835,C,38.692,13.189,2.518,9.701,2.495,0.571,28.991,-2.682,13.723,4.716,12.409,-1.296,0.233,-3.403,6.942
2018,KRMD,35,3510,351010,35101010,339112,3841,B-,10.545,9.033,2.104,1.584,1.584,0.453,8.961,4.3,17.354,6.543,14.884,0.911,1.48,-1.73,0.014
2019,KRMD,35,3510,351010,35101010,339112,3841,B-,13.882,11.881,2.388,2.646,2.406,0.573,11.236,4.865,23.163,8.309,21.882,0.564,0.321,1.31,0.501
2018,MAMP,60,6010,601020,60102020,531120,6512,C,0.192,0.173,0,0.153,0.153,0.093,0.039,-111.849,0,0,0.598,-0.603,-0.523,0,-0.045
2019,MAMP,60,6010,601020,60102020,531120,6512,C,192.31,,0,140.874,,7.31,51.436,-1.89,7.242,2.698,8.704,-1.89,-5.326,-70.318,87.101
2018,GLGDF,15,1510,151040,15104040,21222,1040,,83.449,24.2,8.175,7.267,4.935,4.935,76.182,-117.712,27.166,114.18,119.835,-56.48,-21.331,95.135,-69.128
2019,GLGDF,15,1510,151040,15104040,21222,1040,,112.183,28.413,11.32,15.794,10.985,8.153,96.389,-109.979,35.706,27.796,34.626,10.741,-15.706,7.834,0
2018,BHP,15,1510,151040,15104020,212,1000,,111993,35130,3764,51323,13989,5977,60670,52640,43885,20037,20037,3705,18461,-5921,-10891
2019,BHP,15,1510,151040,15104020,212,1000,,100861,23373,3840,49037,12339,6717,51824,44373,44631,22076,22076,8306,17871,2607,-20528
2018,SAFM,30,3020,302020,30202030,311615,2015,B,1659.44,566.489,240.056,271.547,198.889,128.936,1387.893,1284.524,3236.004,2869.644,3085.808,61.431,131.413,-306.674,-122.831
2019,SAFM,30,3020,302020,30202030,311615,2015,B,1774.134,581.111,289.928,356.459,215.681,132.741,1417.675,1309.461,3440.258,3039.57,3243.644,53.294,206.8,-248.507,15.931
2018,PGR,40,4030,403010,40301040,524126,6331,B+,46575,,0,35753.2,,3561.8,10821.8,8265.7,31954.7,28358.2,28358.2,2615.3,6284.8,-7331.8,846.7
2019,PGR,40,4030,403010,40301040,524126,6331,B+,54895.3,,0,41222.1,,4248.8,13673.2,11021.3,38997.7,33341.6,33341.6,3970.3,6261.6,-4338.3,-1770.9
2018,RLI,40,4030,403010,40301040,524126,6331,B,3105.065,,0,2298.223,,22.591,806.842,893.507,822.518,749.734,752.119,64.179,217.102,-134.209,-77.024
2019,RLI,40,4030,403010,40301040,524126,6331,B,3545.721,,0,2550.333,,25.691,995.388,1066.519,1003.591,771.543,776.065,191.642,276.917,-184.753,-76.101
2018,WEC2,55,5510,551010,55101010,2211,4931,,13538.3,1016.3,241.4,10047.1,1076.9,474.9,3491.2,2296.6,3625,2874.4,2874.4,359.5,962.2,-640.4,-313.9
2019,WEC2,55,5510,551010,55101010,2211,4931,,13360.8,908,229.8,9769.3,794.6,452.1,3591.5,2298.7,3496.7,2352.1,2352.1,363.3,854.4,-576.9,-278.6
2018,VOXX,25,2520,252010,25201010,334310,3651,C,508.811,246.385,102.379,113.71,95.216,31.143,395.101,131.638,446.816,313.055,448.358,-46.091,22.562,-11.037,-0.924
2019,VOXX,25,2520,252010,25201010,334310,3651,C,441.571,217.82,99.11,93.342,71.022,22.096,348.229,103.084,394.889,272.76,401.761,-26.443,-1.009,-6.709,-12.593
2018,BNTRF,15,1510,151040,15104020,212,1000,,8.892,6.818,0,0.045,0.045,0.045,8.847,-20.533,0,0.081,1.149,2.073,-0.906,-0.267,0.29
2019,BNTRF,15,1510,151040,15104020,212,1000,,7.675,3.387,0,0.071,0.071,0.071,7.604,-21.863,0,0.321,1.137,-1.33,2.638,-0.67,0
2018,STCB,25,2550,255020,25502020,5418,7310,,0.048,0.044,0,0.899,0.899,0.172,-0.851,-16.54,0.126,0.607,0.607,-0.442,-0.317,0,0.004
2019,STCB,25,2550,255020,25502020,5418,7310,,0.146,0.058,0,1.09,1.045,0.188,-0.944,-16.68,0.24,0.388,0.388,-0.14,-0.043,0,0.047
2018,DXLG,25,2550,255040,25504010,448140,5651,C,226.076,127.66,106.837,167.436,107.931,34.418,58.64,-159.717,473.756,262.467,449.414,-13.531,15.741,-12.961,-3.274
2019,DXLG,25,2550,255040,25504010,448140,5651,C,390.917,123.86,102.42,332.494,130.363,31.763,58.423,-162.485,474.038,269.837,451.389,-7.796,15.803,-13.399,-2.934
2018,ASM,15,1510,151040,15104040,212222,1044,C,108.588,22.947,9.231,33.42,9.841,5.885,75.168,,34.116,24.619,28.789,1.626,9.224,-13.229,3.855
2019,ASM,15,1510,151040,15104040,212222,1044,C,72.571,22.771,5.592,18.648,9.562,4.907,53.923,,31.746,28.336,32.423,-31.461,5.507,-3.734,4.97
2018,CDNS,45,4510,451030,45103010,511210,7372,B,2468.654,951.092,28.162,1180.253,708.982,5.484,1288.401,747.929,2138.022,159.1,1597.133,345.777,604.751,-173.845,-567.939
2019,CDNS,45,4510,451030,45103010,511210,7372,B,3357.225,1169.343,55.802,1254.331,672.391,291.35,2102.894,1724.762,2336.319,162.106,1710.541,988.979,729.6,-105.708,-443.886
2018,BRK1,55,5510,551030,55103010,2211,4991,,92189,5147,1312,62466,8770,1809,29723,23222,19787,8769,12737,2568,6770,-6989,-174
2019,BRK1,55,5510,551030,55103010,2211,4991,,100051,5913,1912,67473,10257,1839,32578,26060,19844,8837,12729,2950,6206,-8963,3124
2018,BRK2,55,5510,551010,55101010,221122,4931,,19202,659,204,11873,1951,575,7329,,3053,1894,1894,669,1516,-2310,569
2019,BRK2,55,5510,551010,55101010,221122,4931,,21840,896,226,13739,1220,520,8101,,2927,1739,1739,781,1475,-2801,1600
2018,BRY,10,1010,101020,10102020,211120,1311,B+,1692.263,229.022,9.473,685.817,144.118,13.564,1006.446,116.042,586.557,254.512,301.765,147.102,103.1,-119.069,15.911
2019,BRY,10,1010,101020,10102020,211120,1311,B+,1690.198,100.432,13.976,717.75,156.628,25.475,972.448,120.528,559.405,337.642,397.224,43.539,241.829,-225.025,-85.484
2018,OPY,40,4020,402030,40203020,523110,6211,B,2240.314,,837.584,1694.992,,729.483,545.322,450.154,958.154,860.034,860.034,28.892,168.57,-8.191,-117.858
2019,OPY,40,4020,402030,40203020,523110,6211,B,2464.755,,799.719,1872.033,,900.027,592.722,498.759,1033.379,905.145,905.145,52.953,79.142,-8.304,-81.963
2018,PED,10,1010,101020,10102020,211120,1311,,67.525,6.825,0,50.553,8.85,5.34,16.972,-84.494,4.523,2.821,7.008,53.607,-1.494,-23.118,29.474
2019,PED,10,1010,101020,10102020,211120,1311,,122.896,27.09,0,17.394,15.22,12.926,105.502,-95.596,12.972,6.817,12.712,-11.102,1.669,-39.736,58
2018,EBIX,45,4510,451030,45103010,511210,7372,B+,1610.947,427.38,0,1066.51,317.428,103.25,544.437,471.741,497.826,166.182,332.713,93.139,89.869,-251.59,256.132
2019,EBIX,45,4510,451030,45103010,511210,7372,B+,1591.619,363.934,0,992.174,234.885,87.163,599.445,540.105,580.615,202.469,412.221,96.72,60.793,-96.696,0.905
2018,SNGX,35,3520,352010,35201010,325412,2834,C,10.492,10.343,0,4.212,4.212,2.126,6.28,-166.174,5.242,4.554,14.257,-8.9,-7.245,-0.001,8.424
2019,SNGX,35,3520,352010,35201010,325412,2834,C,7.775,7.493,0,6.318,6.312,2.735,1.457,-175.571,4.63,3.513,15.117,-9.356,-7.509,-0.025,4.005
2018,CCL,25,2530,253010,25301020,483112,4400,B,42401,2225,450,17958,9204,730,24443,23117,18881,11089,13538,3152,5550,-3502,-1460
2019,CCL,25,2530,253010,25301020,483112,4400,B,45058,2059,427,19693,9127,756,25365,24587,20825,12909,15380,2990,5476,-5277,-655
2018,0189A,25,2550,255020,25502020,454110,5961,,14856,3833,1280,8027,2455,1008,6829,-2413,11282,7248,9269,882,1156,-413,-485
2019,0189A,25,2550,255020,25502020,454110,5961,,14927,3780,1214,8123,1976,913,6804,-2534,10986,7148,9043,767,1322,-407,-894
2018,DRE,60,6010,601010,60101020,531120,6798,B,7804.024,,0,3090.781,,92.288,4713.243,-589.763,986.548,664.47,724.28,383.729,484.407,-594.43,-58.087
2019,DRE,60,6010,601010,60101020,531120,6798,B,8420.562,,0,3340.302,,68.84,5080.26,-511.028,1015.106,656.295,722.502,428.972,505.898,-555.074,145.09
2018,CMCL,15,1510,151040,15104030,212221,1040,B,125.693,28.168,9.427,46.885,12.198,2.51,78.808,-133.99,68.399,42.246,49.451,10.766,17.667,-20.192,0.943
2019,CMCL,15,1510,151040,15104030,212221,1040,B,143.553,29.839,11.092,18.836,9.879,2.825,124.717,-97.001,75.826,39.953,46.58,42.018,18.06,-19.024,-1.225
2018,BPL,10,1010,101020,10102040,486910,4610,,9355.55,523.637,210.884,5224.38,1127.765,147.525,4131.17,,4108.275,3161.633,3244.026,-59.038,767.829,72.419,-840.598
2018,WSCRF,15,1510,151040,15104020,212,1000,C,67.5,2.972,0,0.556,0.556,0.477,66.944,,0,0,2.873,-3.022,-2.664,-14.566,17.171
2019,WSCRF,15,1510,151040,15104020,212,1000,C,40.039,1.354,0,0.608,0.608,0.31,39.431,,0,26.51,28.869,-28.859,-2.316,1.691,1.384
2018,MBI,40,4030,403010,40301040,524126,6351,C,8076,,0,6944,,20,1132,810,138,165,165,-296,-319,1206,-752
2019,MBI,40,4030,403010,40301040,524126,6351,C,7284,,0,6445,,17,839,605,223,354,354,-359,-368,1267,-1096
2018,BDN,60,6010,601010,60101040,531120,6798,B,4098.521,,0,2265.948,,125.696,1832.573,-1382.367,533.817,463.989,491.791,136.324,227.349,-214.506,-193.074
2019,BDN,60,6010,601010,60101040,531120,6798,B,4075.969,,0,2387.666,,113.347,1688.303,-1516.047,572.813,435.851,468.007,34.267,234.23,-130.659,-35.612
2018,MIDD,20,2010,201060,20106020,333318,3580,B+,4549.781,1061.594,521.81,2884.578,558.952,188.299,1665.203,1732.757,2722.931,1617.168,2153.01,317.152,368.914,-1239.423,856.129
2019,MIDD,20,2010,201060,20106020,333318,3580,B+,5002.143,1209.196,585.699,3055.329,593.137,173.693,1946.814,2010.529,2959.446,1751.266,2334.963,352.24,377.425,-327.667,-25.445
2018,EQC,60,6010,601010,60101040,531120,6798,B-,3530.772,,0,346.774,,2.932,3183.998,-1243.652,245.954,141.044,185.483,272.813,89.536,942.124,-988.149
2019,EQC,60,6010,601010,60101040,531120,6798,B-,3319.377,,0,73.505,,2.944,3245.872,-1189.736,200.242,74.54,112.982,492.68,98.945,995.735,-698.136
2018,UHT,60,6010,601010,60101050,531120,6798,B-,483.756,,0,285.146,,0,198.61,-67.558,77.981,45.305,45.305,24.196,42.928,-7.959,-33.32
2019,UHT,60,6010,601010,60101050,531120,6798,B-,488.789,,0,307.055,,0,181.734,-85.127,78.959,48.113,48.113,18.964,42.652,-16.472,-25.106
2018,CPSH,45,4520,452030,45203015,327120,3290,C,8.491,7.031,3.193,2.655,2.655,1.68,5.836,-29.742,21.581,18.1,21.914,-3.706,-0.374,-0.337,0
2019,CPSH,45,4520,452030,45203015,327120,3290,C,9.024,7.469,3.1,3.693,3.67,1.436,5.331,-30.38,21.468,18.402,21.539,-0.638,-1.262,-0.483,1.25
2018,CELG,35,3520,352010,35201010,325412,2834,B+,35480,9067,458,29319,4057,418,6161,17509,15281,421,8183,4046,5171,-6418,-1540
2018,CRMT,25,2550,255040,25504050,441120,5500,B,492.542,,37.483,232.032,,13.659,260.51,409.573,586.508,343.898,597.51,47.585,24.902,-3.887,-20.285
2019,CRMT,25,2550,255040,25504050,441120,5500,B,667.324,,36.414,364.565,,13.117,302.759,460.876,652.992,388.475,656.783,51.303,20.917,-9.886,46.777
2018,ABMD,35,3510,351010,35101010,339112,3841,B-,1054.346,677.197,80.942,117.456,105.998,32.185,936.89,384.784,769.432,115.446,531.414,259.016,252.197,-116.455,-55.775
2019,ABMD,35,3510,351010,35101010,339112,3841,B-,1216.462,635.863,90.088,150.996,131.885,32.774,1065.466,591.293,840.883,131.005,571.939,203.009,314.92,-125.455,-117.715
2018,CNMD,35,3510,351010,35101010,334510,3845,B-,1369.138,374.351,154.599,706.868,160.944,53.498,662.27,409.114,859.634,371.994,746.041,40.854,74.701,-16.507,-72.265
2019,CNMD,35,3510,351010,35101010,334510,3845,B-,1775.095,397.363,164.616,1064.628,188.087,55.968,710.467,411.567,955.097,407.501,813.961,28.62,95.133,-387.662,300.881
2018,GRST,35,3510,351020,35102020,622210,8060,C,12.669,0.408,0,20.385,13.678,1.093,-7.716,-29.899,0.433,3.043,3.043,-8.179,-1.464,-1.432,3.361
2019,GRST,35,3510,351020,35102020,622210,8060,C,3.211,0.255,0,23.232,18.576,1.022,-20.021,-44.764,0.36,4.1,4.1,-14.963,-2.896,4.557,-1.951
2018,TIF,25,2550,255040,25504040,448310,5944,B+,5333,3759.5,2428,2202.1,718.1,217.1,3130.9,1840.8,4442.1,1395.6,3416.3,586.4,531.8,-29.9,-674.3
2019,TIF,25,2550,255040,25504040,448310,5944,B+,6660.1,3875.5,2463.9,3324.7,970.4,261.3,3335.4,1934.4,4424,1404,3413.1,541.1,670.9,-279.3,-307.9
2018,NHLD,40,4020,402030,40203020,523120,6211,C,68.449,,7.786,21.514,,0,46.935,-39.825,211.115,206.724,206.724,-11.51,5.117,-0.558,-0.147
2019,NHLD,40,4020,402030,40203020,523120,6211,C,81.207,,12.481,29.608,,0,51.599,-40.779,212.941,208.429,208.429,-0.819,7.676,-3.017,-2.529
2018,GLIBA,50,5010,501010,50101010,517312,4812,,8660.822,750.738,0,4354.132,1080.794,100.334,4306.69,1044.101,739.762,227.192,574.868,-873.303,82.888,-32.276,-132.728
2019,GLIBA,50,5010,501010,50101010,517312,4812,,11933.445,727.823,0,5723.161,395.022,92.893,6210.284,2978.542,894.733,285.331,684.617,1938.698,88.605,-130.682,126.195
2018,ARCW,20,2010,201060,20106020,332999,3490,,89.933,26.898,12.327,57.769,18.712,11.704,32.164,-9.583,82.438,68.193,81.827,-13.18,-0.556,-2.144,2.387
2018,TEF,50,5010,501010,50101020,517312,4812,,130572.135,26721.91,1937.167,99682.798,33945.069,9682.4,30889.337,10193.024,56347.28,39091.386,39091.386,3813.654,15240.876,-9943.436,-4442.203
2019,TEF,50,5010,501010,50101020,517312,4812,,133401.71,27300.46,2243.243,104842.161,33879.817,9084.069,28559.549,9150.278,55057.649,37709.826,37709.826,1281.533,16841.717,-6330.232,-10123.209
2018,XRAY,35,3510,351010,35101020,339114,3843,B-,8687,1888,598.9,3554,1013.3,283.9,5133,747.2,3986.3,1560.5,3245.6,-1011,499.8,-253.3,-249.8
2019,XRAY,35,3510,351010,35101020,339114,3843,B-,8602.9,1999.9,561.7,3508,995.5,307.9,5094.9,804.5,4029.2,1584.4,3153.9,262.9,632.8,-68.4,-466.1
2018,IEP,20,2010,201050,20105010,999977,9997,,23396,,1779,10491,,973,12905,,11693,9031,10417,1507,915,2590,-152
2019,IEP,20,2010,201050,20105010,999977,9997,,24639,,1812,13697,,999,10942,,8720,8280,9656,-1098,-1460,586,566
2018,FUN,25,2530,253010,25301030,713110,7996,,2024.183,200.209,30.753,1991.767,234.719,23.314,32.416,,1348.53,699.083,892.416,126.653,350.74,-189.704,-216.575
2019,FUN,25,2530,253010,25301030,713110,7996,,2581.145,294.181,32.902,2591.111,324.138,29.344,-9.966,,1474.925,768.464,983.554,172.365,403.041,-600.216,270.469
2018,6685B,15,1510,151040,15104010,331315,3350,B-,2779.4,1253,772.9,2806.5,594.8,374.8,-27.1,-459.2,3445.9,3032.6,3234.7,-91.6,22.3,-110.2,97.7
2019,6685B,15,1510,151040,15104010,331315,3350,B-,2712.2,1197.7,768.8,2773.4,550.4,279.5,-61.2,-499,3375.9,2857.7,3058.1,-11.8,46.7,-126.7,27.1
2018,VIAC,50,5020,502010,50201020,515120,4888,A,21859,6752,,19055,4573,201,2804,-17976,14514,9026,11243,1960,1426,-348,-921
2019,VIAC,50,5020,502010,50201020,515120,4888,A,49519,11902,,36230,9048,667,13289,6524,27812,16634,22281,3308,1230,-155,-1216
2018,ZTS,35,3520,352020,35202010,325412,2834,,10777,4399,1391,8592,1223,313,2185,2641,5853,1711,3625,1428,1790,-2259,533
2019,ZTS,35,3520,352020,35202010,325412,2834,,11545,4748,1410,8837,1806,301,2708,3701,6276,1656,3751,1500,1795,-504,-951
2018,PMD,35,3510,351020,35102015,621511,8071,B-,24.974,13.87,0,6.227,4.06,0.682,18.747,-2.725,42.674,18.993,32.001,4.584,7.929,-5.359,-5.639
2019,PMD,35,3510,351020,35102015,621511,8071,B-,27.531,12.851,0,10.711,5.835,0.617,16.82,-5.378,37.678,18.32,30.966,1.542,4.309,2.077,-3.002
2018,MHGU,25,2530,253010,25301040,722513,5812,B+,310.855,20.569,3.289,253.462,64.361,16.357,57.393,31.042,435.298,354.509,397.942,13.008,28.067,-146.224,118.557
2019,MHGU,25,2530,253010,25301040,722513,5812,B+,677.537,25.161,3.517,594.459,117.637,21.65,83.078,47.12,467.547,386.698,432.314,12.056,35.241,-103.325,71.708
2018,NAII,30,3030,303020,30302010,325412,2834,C,85.207,65.183,23.567,16.959,14.28,9.649,68.248,50.261,132.437,103.209,119.996,5.051,1.833,-5.553,-0.51
2019,NAII,30,3030,303020,30302010,325412,2834,C,93.49,71.386,26.003,17.406,14.25,8.634,76.084,57.672,138.29,110.564,128.178,6.541,6.564,-3.808,-1.329
2018,LABL,20,2020,202010,20201010,323111,2750,B,2652.472,596.819,144.235,2023.769,315.697,197.899,628.703,229.807,1725.554,1299.369,1450.664,-29.041,159.439,-78.632,-83.335
2018,HRTX,35,3520,352010,35201010,325414,2836,C,462.179,447.248,39.032,92.019,92.019,16.863,370.16,-960.808,77.474,24.199,257.598,-178.84,-191.805,-278.55,357.608
2019,HRTX,35,3520,352010,35201010,325414,2836,C,512.782,479.064,24.968,108.947,96.705,2.758,403.835,-1165.385,145.968,59.575,346.218,-204.749,-124.58,-21.783,186.425
2018,THMO,35,3510,351010,35101010,339113,3821,C,14.611,8.626,4.493,7.88,6.365,2.423,6.731,-227.448,9.672,6.809,19.02,-39.716,-6.983,-1.238,7.111
2019,THMO,35,3510,351010,35101010,339113,3821,C,15.214,9.861,3.824,14.298,6.685,1.447,0.916,-236.93,13.047,6.653,15.682,-9.497,-3.26,-0.182,4.199
2018,FICO,45,4510,451030,45103010,541512,7373,B+,1255.079,338.512,0,991.342,422.215,20.251,263.737,1664.403,1032.475,283.852,796.811,142.415,223.052,-14.119,-218.627
2019,FICO,45,4510,451030,45103010,541512,7373,B+,1433.448,455.706,0,1143.681,490.828,23.118,289.767,1866.563,1160.083,308.489,876.205,192.124,260.35,-42.76,-200.047
2018,REMRF,15,1510,151010,15101030,212391,1400,,2.102,0.008,0,0.29,0.254,0.254,1.812,-1.103,0,0,0.195,-0.196,-0.066,0.039,0
2019,REMRF,15,1510,151010,15101030,212391,1400,,2.186,0.278,0,0.254,0.124,0.124,1.932,-1.28,0,0.001,0.213,-0.214,-0.296,0.308,0.253
2018,RGLS,35,3520,352010,35201010,325414,2836,,27.927,19.295,0,33.781,26.646,1.714,-5.854,-392.723,0.072,43.573,43.573,-48.709,-43.273,46.519,-2.83
2019,RGLS,35,3520,352010,35201010,325414,2836,,42.081,40.407,0,22.066,21.598,1.321,20.015,-411.315,6.832,22.735,22.735,-18.592,-19.821,0.074,39.933
2018,CBM,35,3520,352030,35203010,325411,2833,B,1223.428,410.092,111.062,569.701,104.412,47.012,653.727,478.326,531.185,297.548,381.601,92.418,86.982,-486.842,314.041
2018,TTSH,25,2550,255040,25504030,4422,5700,,297.63,130.29,110.095,151.283,50.516,25.853,146.347,-25.913,357.254,77.519,308.768,10.442,18.17,-34.143,14.931
2019,TTSH,25,2550,255040,25504030,4422,5700,,399.814,122.179,97.62,268.915,69.85,18.181,130.899,-25.588,340.351,70.686,308.162,-4.463,38.563,-26.39,-8.622
2018,SMLP,10,1010,101020,10102040,211130,1311,,3020.562,106.252,0,1799.338,110.052,38.414,1221.224,,506.653,204.539,257.416,42.183,227.929,-216.279,-8.735
2019,SMLP,10,1010,101020,10102040,211130,1311,,2573.451,139.476,0,1782.485,84.147,24.415,790.966,,443.528,161.025,210.164,-369.833,182.337,-90.87,-63.472
