fyear,tic,gsector,ggroup,gind,gsubind,naics,sic,spcsrc,at,act,invt,lt,lct,ap,teq,re,sale,cogs,xopr,ni,oancf,ivncf,fincf
2018,ENGIY,55,5510,551030,55103010,2211,4911,,175973.049,70967.622,4760.485,129099.797,66279.267,21972.875,46873.252,1157.491,69376.214,59476.285,59476.285,1210.157,9013.779,-6978.151,-2207.363
2019,ENGIY,55,5510,551030,55103010,2211,4911,,179316.937,67887.563,4058.935,136632.474,64945.2,20965.738,42684.463,-577.924,67396.047,56964.236,56964.236,1104.228,9177.21,-8072.983,237.903
2018,CCHGY,30,3020,302010,30201030,312111,2086,,7847.472,2791.489,530.317,4279.513,2311.09,957.478,3567.959,-3866.09,7621.698,4555.548,6502.217,512.227,912.025,-604.62,-314.618
2019,CCHGY,30,3020,302010,30201030,312111,2086,,9217.609,3452.171,547.737,6187.491,2993.086,1006.262,3030.118,-3112.598,7884.456,4711.822,6614.37,547.064,1039.366,-1177.057,255.408
2018,IBA,30,3020,302020,30202030,311615,2015,,2690.256,1515.208,338.365,748.057,462.32,203.352,1942.199,1829.206,3106.855,2554.377,2860.951,170.475,178.407,-16.173,-71.627
2019,IBA,30,3020,302020,30202030,311615,2015,,2953.234,1648.714,358.054,818.712,472.291,210.612,2134.522,1976.652,3268.837,2650.325,2974.616,170.714,173.652,-49.765,-77.828
2018,TELNY,50,5010,501010,50101020,517312,4812,,22069.38,5107.277,196.496,15786.243,7783.22,945.442,6283.137,4687.748,12733.808,7489.573,7489.573,1699.695,4199.219,-70.729,-4556.096
2019,TELNY,50,5010,501010,50101020,517312,4812,,28313.421,5330.316,168.926,23383.408,8307.73,1070.318,4930.013,3349.961,12930.037,7148.114,7148.114,884.215,3892.912,-4951.172,492.785
2018,DTEGY,50,5010,501010,50101020,517311,4813,,166439.487,25038.91,2049.367,116708.57,33366.895,12248.115,49730.917,-41077.781,86618.372,61002.432,61002.432,2479.848,20539.463,-16368.601,-3731.222
2019,DTEGY,50,5010,501010,50101020,517311,4813,,191525.162,27705.568,1759.582,139645.535,36934.399,10559.739,51879.627,-39797.087,90370.493,62704.202,62704.202,4339.48,25893.243,-15969.782,-8013.506
2018,NJDCY,20,2010,201040,20104010,335312,3621,,16921.87,8297.931,2441.137,7755.386,4783.021,2390.717,9166.484,7552.078,13702.337,9972.856,11825.964,999.915,1536.297,-1451.564,-294.953
2019,NJDCY,20,2010,201040,20104010,335312,3621,,19646.814,8676.486,2764.937,10632.241,6477.084,2315.747,9014.573,7536.214,14263.618,10352.675,12413.604,558.389,1561.758,-2895.037,1194.638
2018,PBR,10,1010,101020,10102010,324110,2911,,222068,37062,8987,148893,25051,6327,73175,-35555,95584,51446,65696,7173,26353,-4762,-29593
2019,PBR,10,1010,101020,10102010,324110,2911,,229740,27812,8189,155525,28816,5601,74215,-33776,76589,34599,49749,10151,25600,-1684,-32069
2018,CIG,55,5510,551010,55101010,2211,4911,,15461.126,7179.976,9.299,11343.928,6042.897,465.215,4117.198,1300.589,5751.524,4800.685,4800.685,449.717,260.376,-54.503,-241.778
2019,CIG,55,5510,551010,55101010,2211,4911,,12420.79,2522.619,9.702,8675.173,2176.07,517.46,3745.617,1370.275,6316.575,5353.917,5353.917,778.031,506.514,-295.55,-299.032
2018,GMKKY,30,3020,302020,30202030,311211,2040,,3146.58,1275.339,565.675,1818.313,802.619,303.706,1328.267,1061.787,3767.669,2265.192,3169.008,252.906,392.309,-198.808,-185.024
2019,GMKKY,30,3020,302020,30202030,311211,2040,,3545.995,1415.578,595.837,2168.718,652.073,299.671,1377.277,1106.422,4102.938,2483.476,3441.141,256.378,405.492,-69.664,-301.243
2018,TSU,50,5010,501020,50102010,517312,4812,,8255.032,1549.374,47.286,3141.834,1827.639,1116.769,5113.198,2558.695,4477.304,1183.437,2799.711,657.424,1583.28,-989.434,-1080.808
2019,TSU,50,5010,501020,50102010,517312,4812,,10037.966,2103.21,50.571,4457.4,2019.458,975.969,5580.566,3119.349,4361.799,821.346,2479.989,901.109,1757.556,-923.627,-533.085
2018,VIV,50,5010,501010,50101020,517311,4813,,26492.582,4743.339,119.353,7995.793,4432.806,1974.204,18496.789,2098.361,11226.847,3755.271,7255.624,2306.256,3084.586,-1466.252,-1791.146
2019,VIV,50,5010,501010,50101020,517311,4813,,26940.211,4638.405,143.794,9412.341,4411.371,1709.559,17527.87,1734.482,11012.992,3367.156,6577.34,1244.147,4408.662,-1972.118,-2433.546
2018,RDY,35,3520,352020,35202010,325412,2834,,3253.694,1652.647,484.661,1230.165,861.678,210.05,2023.529,1883.972,2220.604,918.735,1771.392,271.277,414.298,-111.527,-307.808
2019,RDY,35,3520,352020,35202010,325412,2834,,3084.207,1731.339,465.683,1025.935,966.984,221.235,2058.272,1929.109,2321.897,978.445,1770.051,258.937,396.294,-65.378,-334.117
2018,IBN,40,4010,401010,40101010,522110,6020,,178800.945,,0,162310.213,,98489.32,16490.732,11536.088,13298.688,8231.462,10055.649,614.034,7024.922,-4351.289,-2886.325
2019,IBN,40,4010,401010,40101010,522110,6020,,182907.163,,0,166577.822,,106680.983,16329.341,11696.12,14240.02,7579.31,9534.596,1270.425,10566.357,-5618.644,397.368
2018,TMICY,45,4510,451030,45103020,511210,7372,,3155.794,2204.908,33.496,1450.646,1017.111,14.784,1705.148,1330.701,1462.039,153.249,990.36,258.065,455.346,7.474,-120.52
2019,TMICY,45,4510,451030,45103020,511210,7372,,3309.852,2091.927,37.781,1585.266,1100.137,11.06,1724.586,1378.886,1520.037,151.659,1027.722,257.144,415.069,-13.526,-238.852
2018,DCMYY,50,5010,501020,50102010,517312,4812,,66246.005,26377.838,1609.46,17565.816,14679.952,3166.838,48680.189,38382.733,43687.056,11648.096,29372.53,5989.033,10974.125,-2675.535,-9837.36
2019,DCMYY,50,5010,501020,50102010,517312,4812,,70034.893,25234.801,836.496,21037.294,16172.06,3403.716,48997.599,41333.2,43226.624,10228.802,29200.882,5497.311,12246.898,-3296.951,-7285.16
2018,DELT,25,2520,252030,25203010,315240,2340,,1205.929,635.241,309.645,738.078,372.849,139.591,467.851,329.419,1498.421,920.822,1371.439,48.539,22.369,-195.576,107.922
2019,DELT,25,2520,252030,25203010,315240,2340,,1587.814,688.684,328.108,1080.871,401.833,140.475,506.943,368.801,1690.164,1068.66,1499.063,57.898,155.048,-70.963,-47.657
2018,MOR,35,3520,352010,35201010,325414,2836,,616.83,445.256,0.281,57.693,52.577,8.26,559.137,-175.142,87.519,128.029,128.029,-64.311,-38.091,-202.947,205.466
2019,MOR,35,3520,352010,35201010,325414,2836,,557.095,340.799,0.323,114.168,69.079,11.957,442.927,-288.486,80.523,193.08,193.08,-115.601,-89.931,88.15,0.396
2018,PHAR,35,3520,352010,35201010,325414,2836,,245.56,132.167,19.824,174.861,94.567,7.604,70.699,-380.093,154.71,19.457,106.059,28.614,46.378,-4.315,-20.564
2019,PHAR,35,3520,352010,35201010,325414,2836,,256.093,119.516,16.235,138.625,114.335,6.005,117.468,-329.81,189.674,16.81,114.66,40.617,74.63,-28.299,-63.568
2018,EVTCY,35,3520,352030,35203010,325414,2836,,883.727,285.96,6.48,397.283,224.715,35.649,486.444,-581.852,491.197,265.727,381.871,96.368,178.879,-44.8,-89.032
2019,EVTCY,35,3520,352030,35203010,325414,2836,,1325.199,526.898,12.062,789.885,200.82,35.145,535.314,-517.033,586.632,297.088,447.56,42.724,47.374,-97.219,237.076
2018,MX,45,4530,453010,45301020,334413,3674,C,583.196,352.745,71.611,600.506,132.659,55.631,-17.31,-56.415,750.898,520.754,671.432,-3.9,39.236,-33.306,1.294
2019,MX,45,4530,453010,45301020,334413,3674,C,595.328,379.365,73.267,610.309,133.833,60.879,-14.981,-60.791,792.195,578.855,725.348,-21.826,50.497,-28.897,-1.802
2018,XBIO,35,3520,352010,35201010,325414,2836,,14.431,1.194,0,4.518,1.6,0.934,9.913,-152.98,0,0,7.26,-7.3,-6.464,0.023,1.48
2019,XBIO,35,3520,352010,35201010,325414,2836,,21.547,11.09,0,4.334,1.415,0.931,17.213,-165.755,0.017,0,5.485,-12.775,-6.399,0.002,16.127
2018,AENZ,20,2010,201030,20103010,237,1600,,2199.624,957.142,160.622,1462.529,856.006,336.134,737.095,108.578,1154.36,901.548,981.015,-24.626,82.673,40.809,-88.822
2019,AENZ,20,2010,201030,20103010,237,1600,,1933.236,926.905,181.727,1366.926,809.234,354.694,566.31,-158.864,1233.089,1034.826,1096.212,-267.06,178.983,-39.491,-88.701
2018,VEOEY,55,5510,551030,55103010,221310,4941,,43039.906,17555.058,936.526,34860.414,18952.52,12553.688,8179.492,-4099.878,29665.556,26165.948,26165.948,502.954,2737.45,-1806.19,-2877.471
2019,VEOEY,55,5510,551030,55103010,221310,4941,,46030.811,18994.401,888.769,38087.554,21151.685,13189.686,7943.257,-4105.057,30510.688,26910.053,26910.053,701.252,3465.076,-286.493,-1827.25
2018,PRISY,50,5020,502010,50201040,511130,4888,,1901.357,970.247,172.13,2171.334,653.917,310.246,-269.977,-1183.843,1465.799,1202.722,1202.722,-308.375,220.664,-52.644,-76.683
2019,PRISY,50,5020,502010,50201040,511130,4888,,1764.254,1032.074,94.738,2226.149,731.579,303.576,-461.895,-1570.023,1229.407,957.635,957.635,-204.572,153.505,-434.655,136.414
2018,TLSA,35,3520,352010,35201010,325414,2836,,6.92,6.913,0,6.401,6.401,3.641,0.519,-52.789,0,0,9.911,-7.994,-4.551,0,10.041
2019,TLSA,35,3520,352010,35201010,325414,2836,,2.378,1.505,0,7.892,7.351,4.191,-5.514,-59.207,0,0,9.668,-9.323,-6.796,-0.004,1.68
2018,CHT,50,5010,501010,50101020,517311,4813,,15265.014,2995.33,573.098,2636.238,2005.428,746.215,12628.776,4176.718,7039.533,3518.326,4576.935,1159.788,2168.096,-1065.446,-1144.556
2019,CHT,50,5010,501010,50101020,517311,4813,,15960.307,3144.608,657.868,3044.071,2151.121,543.603,12916.236,4254.665,6936.908,3369.579,4398.962,1096.044,2421.054,-906.768,-1301.479
2018,XTLB,35,3520,352010,35201010,325414,2836,,8.575,8.195,0,0.253,0.253,0.008,8.322,,0,0,0.793,2.986,-0.816,0.778,0
2019,XTLB,35,3520,352010,35201010,325414,2836,,7.212,6.83,0,0.232,0.232,0.001,6.98,,0,0,0.842,-1.347,-0.908,2.111,0
2018,BCH,40,4010,401010,40101010,522110,6020,,51327.234,,,46033.152,,29168.211,5294.082,569.004,3640.891,1341.583,1976.561,869.877,-1923.461,600.255,929.447
2019,BCH,40,4010,401010,40101010,522110,6020,,54544.761,,,49350.451,,29501.063,5194.31,708.12,3661.944,1428.152,2060.656,802.926,1847.206,-527.63,1067.172
2018,AVAL,40,4010,401010,40101010,522110,6020,,79959.173,,57.493,70858.798,,50609.562,9100.375,2862.144,10315.926,3484.02,4824.757,896.877,2688.623,-938.326,-307.168
2019,AVAL,40,4010,401010,40101010,522110,6020,,84960.29,,62.827,74799.072,,53472.236,10161.218,3468.254,11117.642,3681.487,4979.63,924.584,1716.983,-933.457,-273.008
2018,BUD,30,3020,302010,30201010,312120,2082,,232103,18282,4234,160199,34459,15512,71904,47259,54619,16333,33451,4368,14663,-3965,-13945
2019,BUD,30,3020,302010,30201010,312120,2082,,236648,28814,4427,152095,34841,15877,84553,57753,52329,15881,32302,9171,13396,-5073,-8512
2018,AUOTY,45,4520,452030,45203015,334413,3674,,13020.109,4869.831,859.482,6232.054,4226.147,1915.059,6788.055,1192.602,10049.985,8134.353,8713.592,427.032,1313.3,-1126.996,-1367.072
2019,AUOTY,45,4520,452030,45203015,334413,3674,,12915.006,4786.847,784.215,6934.737,3026.399,1713.443,5980.269,395.257,8985.075,7898.921,8457.26,-627.343,692.976,-939.73,693.359
2018,MTCPY,20,2030,203040,20304010,485112,4100,,35074.8,,213.625,12011.549,,1609.279,23063.251,15620.963,6886.325,4378.875,4477.069,2044.062,1398.206,-1489.505,-488.287
2019,MTCPY,20,2030,203040,20304010,485112,4100,,37130.187,,236.738,13148.483,,1857.447,23981.704,16387.074,6997.392,4874.578,5029.793,1531.867,2188.033,-1067.12,-1171.881
2018,GZTGF,60,6010,601020,60102020,531120,6512,,13168.576,1014.656,0,8631.259,1144.163,29.969,4537.317,1131.051,759.921,214.062,308.517,-67.697,133.254,197.205,-154.393
2019,GZTGF,60,6010,601020,60102020,531120,6512,,12340.164,971.29,0,7613.7,1036.14,26.924,4726.464,946.103,796.719,222.919,320.194,189.626,263.45,492.159,-880.386
2018,BSMX,40,4010,401010,40101010,522110,6020,,71687.992,,64.985,65414.089,,37705.298,6273.903,4966.473,7041.405,2653.891,3433.148,984.847,791.521,-272.203,-673.358
2019,BSMX,40,4010,401010,40101010,522110,6020,,77806.445,,49.572,70659.726,,37272.919,7146.719,5784.157,8124.901,3120.056,3960.657,1080.56,1827.53,-636.322,-657.794
2018,ITRN,45,4520,452010,45201020,517919,4899,B+,373.792,188.906,28.367,213.592,104.692,23.987,160.2,98.176,253.335,111.399,176.655,60.675,53.264,-84.854,49.769
2019,ITRN,45,4520,452010,45201020,517919,4899,B+,339.235,174.15,25.537,203.321,101.065,22.656,135.914,90.614,279.332,125.971,207.828,6.889,59.679,-18.287,-38.927
2018,GMAB,35,3520,352010,35201010,325414,2836,,1297.705,1140.04,0,68.503,67.999,10.677,1229.202,-16.219,417.339,238.828,238.828,225.79,155.643,-272.633,-10.874
2019,GMAB,35,3520,352010,35201010,325414,2836,,2274.287,2096.628,0,164.594,140.866,10.362,2109.693,334.595,805.852,388.81,388.81,325.284,199.135,-297.802,549.65
2018,IGT,25,2530,253010,25301010,713290,7990,,13648.502,2286.696,282.698,10896.573,2002.124,1142.371,2751.929,-746.656,4831.256,2236.089,3350.927,-21.35,29.626,-511.537,-311.545
2019,IGT,25,2530,253010,25301010,713290,7990,,13644.59,2634.037,161.79,11159.612,2468.351,1120.922,2484.978,-757.713,4785.806,2232.484,3344.772,-19.025,1093.135,-312.19,-376.274
2018,GENE,35,3520,352030,35203010,325414,2836,,4.561,4.431,0.044,1.076,1.073,0.396,3.485,-90.638,0.14,0.174,4.603,-4.041,-4.157,-0.001,-0.007
2019,GENE,35,3520,352030,35203010,325414,2836,,2.289,2.241,0.022,1.048,1.047,0.414,1.241,-90.414,0.018,0.155,4.791,-4.506,-4.259,-0.367,2.192
2018,LONE,10,1010,101020,10102020,211120,1311,,744.112,43.107,0,521.565,60.021,31.463,222.547,-94.487,201.169,37.037,54.875,19.348,88.072,-219.47,134.215
2019,LONE,10,1010,101020,10102020,211120,1311,,720.779,27.741,0,599.892,330.824,48.355,120.887,-197.506,195.152,81.662,99.991,-103.019,80.322,-146.292,63.752
2018,IMRN,35,3520,352010,35201010,325414,2836,,6.836,5.214,0.368,0.594,0.594,0.161,6.242,-38.891,1.363,0.766,4.941,-2.227,-2.609,-0.005,3.234
2019,IMRN,35,3520,352010,35201010,325414,2836,,6.003,4.685,0.381,0.849,0.839,0.501,5.154,-39.856,1.674,0.477,5.328,-3.249,-1.261,-0.001,1.451
2018,GWPH,35,3520,352020,35202010,325414,2836,,490.535,390.711,19.061,75.376,58.669,9.741,415.159,-832.228,12.737,292.25,292.25,-295.167,-231.868,-32.887,297.754
2019,GWPH,35,3520,352020,35202010,325414,2836,,882.249,699.636,85.528,156.215,117.561,9.99,726.034,-906.582,311.332,19.199,421.757,-9.019,-123.469,61.629,1.946
2018,PALAF,10,1010,101020,10102050,212291,1090,C,538.763,92.841,14.096,398.343,23.964,12.804,140.42,-2779.614,95.906,139.221,157.732,483.707,-58.931,-4.459,101.172
2019,PALAF,10,1010,101020,10102050,212291,1090,C,490.1,58.619,7.015,389.858,59.628,2.971,100.242,-2805.909,28.11,22.171,34.067,-39.691,-16.749,-1.244,0
2018,MFG,40,4010,401010,40101010,522110,6020,,1812083.578,,0,1729110.419,,1255640.06,82973.159,26976.507,34107.756,11676.533,11676.533,871.476,-23789.896,49519.745,-168.22
2019,MFG,40,4010,401010,40101010,522110,6020,,1994927.692,,0,1914410.49,,1352947.907,80517.202,48022.733,35446.224,11903.978,11903.978,4168.763,17675.186,-53981.464,-2619.356
2018,GLNG,10,1010,101020,10102040,483111,4412,C,4806.595,649.937,7.006,2980.804,1000.138,9.701,1825.791,-392.891,430.604,202.686,275.918,-231.428,116.674,-202.492,177.402
2019,GLNG,10,1010,101020,10102040,483111,4412,C,4632.144,371.389,1.228,2881.318,1443.949,13.93,1750.826,-640.011,448.75,160.131,217.292,-211.956,106.545,-264.394,-136
2018,ATHE,35,3520,352010,35201010,325414,2836,,13.85,13.798,0,1.956,1.955,0.985,11.894,-95.843,0,8.359,8.359,-6.114,-4.619,-0.013,-0.08
2019,ATHE,35,3520,352010,35201010,325414,2836,,13.96,13.926,0,2.352,2.328,1.187,11.608,-99.031,0,12.422,12.422,-8.651,-9.785,-0.005,8.921
2018,OTIVF,45,4520,452020,45202030,334118,3577,C,22.122,16.022,3.527,9.931,8.594,4.712,12.191,-211.899,21.878,9.382,22.478,-0.263,-1.432,3.565,-4.584
2019,OTIVF,45,4520,452020,45202030,334118,3577,C,19.853,12.432,3.332,12.463,9.658,4.126,7.39,-217.806,14.751,6.185,18.657,-5.889,-4.209,-1.412,3.161
2018,WF,40,4010,401010,40101010,522110,6020,,305810.087,,16.09,286090.546,,223389.123,19719.541,16264.58,10479.861,3919.218,6293.949,1826.326,8228.128,-9944.788,1362.454
2019,WF,40,4010,401010,40101010,522110,6020,,313536.844,,9.143,291456.15,,229262.707,22080.694,14961.127,10963.406,4380.489,6525.928,1621.65,1620.04,-7438.79,5345.139
2018,MUFG,40,4010,401010,40101010,522110,6020,,2754590.088,,,2610333.012,,1798443.358,144257.076,72642.529,48811.037,14009.094,26239.191,6485.534,2060.639,-41802.524,27645.551
2019,MUFG,40,4010,401010,40101010,522110,6020,,3083139.183,,,2936817.996,,1895445.287,146321.187,73406.182,53928.501,18643.231,31890.887,2843.384,-12601.016,-168076.522,221022.118
2018,IAUFF.1,15,1510,151040,15104020,212221,1040,,17.527,16.661,0,0.574,0.574,0.291,16.953,-211.207,0,0,2.22,-2.473,-2.161,-1.033,-3.67
2018,PLL,15,1510,151040,15104020,212393,1400,,8.057,7.311,0,1.989,1.989,1.902,6.068,-36.312,0,0,10.143,-9.958,-7.582,-0.602,11.834
2019,PLL,15,1510,151040,15104020,212393,1400,,6.783,4.492,0,2.144,2.144,1.434,4.639,-46.502,0,0,10.176,-9.823,-9.81,-1.553,8.322
2018,IMMP,35,3520,352010,35201010,325414,2836,,34.762,21.185,0,9.968,2.85,1.195,24.794,-149.447,4.323,12.745,12.745,-9.427,-5.752,-0.009,13.613
2019,IMMP,35,3520,352010,35201010,325414,2836,,28.426,16.507,0,11.326,3.715,1.793,17.1,-153.662,3.952,16.096,16.096,-12.862,-10.718,-0.029,5.618
2018,EYPT,35,3520,352020,35202010,325414,2836,C,71.67,39.909,0,59.983,21.663,2.94,11.687,-363.153,2.961,28.087,28.087,-53.171,-21.907,-16.888,60.671
2019,EYPT,35,3520,352020,35202010,325414,2836,C,72.971,41.717,2.138,64.641,11.52,4.192,8.33,-464.446,20.365,65.622,65.622,-56.793,-56.699,-0.213,33.864
2018,BYDDY,25,2510,251020,25102010,336111,3711,,28289.584,16772.647,3828.29,19465.007,16948.499,6575.082,8824.577,4718.355,17707.743,13973.708,15700.841,404.225,1820.763,-2069.076,569.44
2019,BYDDY,25,2510,251020,25102010,336111,3711,,28097.304,15362.138,3672.491,19106.725,15514.708,5075.492,8990.579,4885.258,17489.312,13723.29,15573.894,231.861,2117.048,-2998.914,949.353
2018,PSTV,35,3520,352010,35201010,325414,2836,C,23.991,9.648,2.947,18.766,17.559,0.72,5.225,-413.165,6.654,3.069,16.748,-12.634,-11.975,-0.133,7.168
2019,PSTV,35,3520,352010,35201010,325414,2836,C,23.229,19.825,0.107,22.069,14.486,0.327,1.16,-425.27,6.998,10.255,10.255,-10.887,-5.906,5.57,12.631
2018,CHA,50,5010,501010,50101020,517311,4813,,96452.161,10614.533,702.547,46422.025,37645.57,15686.188,50030.136,36550.894,54831.793,31149.194,39788.832,3083.819,14437.393,-12497.247,-2367.46
2019,CHA,50,5010,501010,50101020,517311,4813,,100981.009,10510.121,413.615,49991.51,38009.61,14737.32,50989.499,37459.703,53961.493,28889.549,37127.518,2946.574,16171.185,-11089.182,-4493.464
2018,BNTC,35,3520,352010,35201010,325414,2836,,15.783,15.455,0,1.919,1.884,0.429,13.864,-109.601,3.237,11.883,11.883,-8.609,-7.244,-0.109,6.292
2019,BNTC,35,3520,352010,35201010,325414,2836,,19.23,18.751,0,2.64,2.64,1.473,16.59,-100.073,11.966,9.27,9.27,2.871,4.107,-0.4,0
2018,ITCB,40,4010,401010,40101010,522110,6020,,42256.983,,86.179,37303.218,,20782.515,4953.765,1955.03,3036.179,1630.502,2055.253,233.997,1002.632,-60.344,-647.432
2019,ITCB,40,4010,401010,40101010,522110,6020,,44698.35,,22.877,40274.619,,21935.05,4423.731,1820.736,2879.001,1670.234,2066.825,180.017,471.449,-419.756,-92.991
2018,TPH,25,2520,252010,25201030,236117,1531,,3884.203,,3216.059,1827.266,,81.313,2056.937,1396.787,3262.747,2520.027,2861.48,269.911,310.662,-95.412,-220.468
2019,TPH,25,2520,252010,25201030,236117,1531,,3858.69,,3065.436,1672.148,,66.12,2186.542,1603.974,3083.015,2447.878,2799.653,207.187,315.98,-37.258,-227.407
2018,PXSL,35,3520,352020,35202010,325412,2834,,37.053,26.615,1.774,28.83,6.098,1.575,8.223,-261.967,35.668,22.372,22.372,4.754,9.028,-0.654,-1.296
2019,PXSL,35,3520,352020,35202010,325412,2834,,36.929,28.45,1.484,26.542,5.688,1.541,10.387,-262.409,3.98,20.126,20.126,-14.064,-13.882,-0.688,14.606
2018,LFC,40,4030,403010,40301020,524113,6311,,473172.622,,0,426168.002,,7191.944,47004.62,34348.893,91223.334,86559.803,86559.803,1656.771,21453.264,-34658.147,13516.318
2019,LFC,40,4030,403010,40301020,524113,6311,,535219.413,,0,476431.266,,7327.155,58788.147,46192.574,104764.291,92973.257,92973.257,8370.958,41078.832,-35547.166,-5180.955
2018,JHG,40,4020,402030,40203010,523930,6282,,6911.9,2019.1,0,2051.1,728.4,149.8,4860.8,891,2306.4,1547.9,1547.9,523.8,670.8,100.9,-616.8
2019,JHG,40,4020,402030,40203010,523930,6282,,7621.7,2580.8,0,2715.5,769.7,188,4906.2,917,2192.4,1598.8,1598.8,427.6,463.2,-389.3,-207
2018,LAMR1,50,5020,502010,50201010,541850,7310,,4527.886,363.169,0,3407.69,449.868,21.246,1120.196,-1802.711,1627.222,561.848,933.773,305.631,537.085,-584.148,-45.802
2019,LAMR1,50,5020,502010,50201010,541850,7310,,5924.421,309.669,0,4754.89,666.849,14.974,1169.531,-1823.198,1753.644,590.078,992.687,372.54,604.94,-362.034,-238.433
2018,MXMTY,50,5010,501010,50101020,517311,4813,,167.232,36.366,0.095,129.513,15.172,10.967,37.719,-45.995,66.931,30.397,53.627,-14.256,0.488,-6.19,-0.513
2019,MXMTY,50,5010,501010,50101020,517311,4813,,198.953,34.428,0.049,126.929,37.418,27.916,72.024,-30.737,75.711,43.864,63.072,-2.708,11.494,-9.89,-9.239
2018,OCANF,15,1510,151040,15104030,212221,1040,B-,2763.184,344.272,149.144,2763.184,249.301,157.877,,569.693,1054.103,490.823,,,472.402,-312.479,-108.208
2019,OCANF,15,1510,151040,15104030,212221,1040,B-,2687.727,280.42,188.59,2687.727,262.91,156.294,,529.193,844.633,478.867,,,264.985,-310.901,-27.237
2018,OPTT,20,2010,201040,20104020,335311,3612,C,18.366,17.619,0.015,2.591,2.444,0.312,15.775,-209.955,0.632,1.123,13.723,-12.246,-12.14,-0.029,17.183
2019,OPTT,20,2010,201040,20104020,335311,3612,C,13.538,11.653,0.251,3.045,1.902,0.22,10.493,-220.319,1.682,1.629,12.889,-10.352,-10.579,-0.065,4.447
2018,NTB,40,4010,401010,40101010,522110,6020,,10773.178,,5.346,9890.835,,9452.241,882.343,-241.203,536.919,17.608,199.211,195.184,296.345,338.551,-125.154
2019,NTB,40,4010,401010,40101010,522110,6020,,13921.575,,3.842,12957.832,,12441.625,963.743,-96.334,591.82,59.192,267.032,177.075,249.647,1092.509,-919.431
2018,CBRE,60,6010,601020,60102040,531,6500,B+,13456.793,6754.21,0,8446.891,5803.38,1919.827,5009.902,3786.415,21340.088,19768.192,19768.192,1063.219,1131.249,-560.684,-506.6
2019,CBRE,60,6010,601020,60102040,531,6500,B+,16197.196,7534.464,0,9924.084,6436.451,2436.084,6273.112,5113.401,23894.091,22053.266,22053.266,1282.357,1223.38,-721.024,-271.949
2018,WCG,35,3510,351020,35102030,524114,6324,B,11764.7,6832.4,0,7524.7,5015.6,3862,4240,2258.4,20414.1,17276.7,19415.1,439.8,279,-2568,1742.6
2018,CPHRF,35,3520,352020,35202010,325412,2834,C,55.686,22.935,0.772,30.927,21.277,11.416,24.759,1.111,22.749,2.312,16.197,0.543,8.093,-24.483,-1.407
2019,CPHRF,35,3520,352020,35202010,325412,2834,C,46.455,17.23,1.043,18.444,16.615,7.475,28.011,4.353,22.451,2.906,9.173,3.242,7.931,-1.464,-10.527
2018,BLKB,45,4510,451030,45103010,519130,7370,B,1615.305,597.982,0,1241.522,805.655,34.538,373.783,241.367,848.606,306.995,698.504,44.841,201.385,-97.791,-291.908
2019,BLKB,45,4510,451030,45103010,519130,7370,B,1992.963,734.539,0,1596.199,988.837,47.676,396.764,229.565,900.423,337.147,777.32,11.908,182.477,-167.219,111.213
2018,HST1,60,6010,601010,60101030,531120,6798,,12090,,0,4524,,293,7566,,5569,4897,5001,1099,1300,100,-748
2019,HST1,60,6010,601010,60101030,531120,6798,,12305,,0,4980,,263,7325,,5515,4568,4675,930,1250,58,-1315
2018,0188A,40,4030,403010,40301020,524113,6311,,8130.125,,0,7293.487,,23.581,836.638,418.707,155.058,109.724,109.724,37.85,108.325,-413.76,339.411
2019,0188A,40,4030,403010,40301020,524113,6311,,9957,,0,8908,,85,1049,556,202,171,171,28,18,-599,609
2018,MCCC2,25,2540,254010,25401025,517919,4899,,2331.732,94.563,0,1407.823,209.029,52.341,923.909,674.551,1100.676,456.527,678.121,197.686,368.704,-173.713,-177.633
2018,TRTN,20,2010,201070,20107010,532411,7359,,10270.013,,0,7944.804,,121.371,2325.209,1364.19,1433.342,112.444,192.246,349.555,929.85,-1348.409,351.927
2019,TRTN,20,2010,201070,20107010,532411,7359,,9642.633,,0,7110.396,,132.498,2532.237,1502.212,1431.262,148.559,225.016,352.687,1061.906,-23.72,-1028.753
2018,0184A,40,4030,403010,40301020,524113,6311,,40142,,0,33450,,525,6692,4663,2847,2463.751,2463.751,365,655,596,-1344
2019,0184A,40,4030,403010,40301020,524113,6311,,41129,,0,33320,,530,7809,5780,3153,2492,2492,530,366,478,-853
2018,SNDR,20,2030,203040,20304020,484,4210,,3624.5,1324.3,60.8,1492.2,522.6,226,2132.3,588.3,4977,4163.6,4302.1,268.9,566.5,-337.6,-88.7
2019,SNDR,20,2030,203040,20304020,484,4210,,3660.1,1405.7,71.9,1423.7,465.2,207.7,2236.4,693.7,4747,4031.9,4148,147,636.3,-350.2,-113.2
2018,CEENF,45,4510,451030,45103010,519130,7370,C,0.885,0.596,0,2.2,1.462,0.9,-1.315,-109.821,3.42,4.112,4.112,-0.675,0.003,-0.289,0
2019,CEENF,45,4510,451030,45103010,519130,7370,C,0.642,0.358,0,2.646,2.646,1.072,-2.004,-110.526,2.482,3.011,3.011,-0.702,-0.001,-0.045,0
2018,ALNY,35,3520,352010,35201010,325412,2834,C,1574.802,1200.696,24.068,272.837,179.494,59.708,1301.965,-2874.185,74.908,876.781,876.781,-761.497,-562.616,272.945,65.47
